,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,小区介绍,户型介绍,税费解析,周边配套,售房详情,权属抵押,交通出行,适宜人群,装修描述,房源核验码,查询房管备案记录,用水类型,用电类型,燃气价格,别墅类型
545,大润发旁 地铁口 房东诚心出售 满五,80万,12335,钟楼区五星,金地花苑,1室1厅1厨1卫,高楼层 (共31层),64.86㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,六梯四户,有,暂无数据,2023-07-26,商品房,2018-08-16,普通住宅,满五年,非共有,有抵押 40,已上传房本照片,税费解析： 税费：1契税 首套房90平以下 1%，90平以上1.5% 二套房90平以下1%，90平以上2% 三套房不论面积统一3% 满两年不论面积 不满二年 收全额的5.6% 3个人所得税： 满两年1% 满五免个人所得税,,,勤业路，五星公园小区门口 大润发BRT公交车站台，地铁等。双公园，出门就高架，。,小区门口有共享单车 出本小区大门 往西面走就是龙城高架出行都很方便 交通便利,,,,,,042466700230,房东诚心卖，满五，随时看房过户，楼层好,,,,
546,房东诚心出售  交通方便  配套齐全,36.8万,7992,钟楼区五星,蓝天花园东区,1室1厅1厨1卫,中楼层 (共5层),46.05㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,一梯三十五户,有,暂无数据,2022-07-16,商品房,2018-08-04,普通住宅,满五年,共有,无抵押,已上传房本照片,小区环境优美，舒适安静 适宜居住，出门即有公交，菜场，银行  美食等 人文素养好，乐于助人，相处和谐,客厅宽敞大方，明亮通透，采光效果好，使用率高。卧室温馨舒适. 设施齐全，家用电器设施齐全,"：
税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,,042450151974,优质户型，低总价，通透格局，楼层好，视野宽..,,,,
547,房东急售，位置好，出行便利，环境好。,75万,10980,钟楼区五星,勤业一二三村,2室1厅1厨1卫,高楼层 (共5层),68.31㎡,平层,暂无数据,板楼,南,砖混结构,简装,暂无数据,暂无数据,暂无数据,2021-08-16,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,这个房子户型方正，小区旁边有公园，宜居小区,小区位于勤业板块，属于老式楼梯房，但配套已成熟，生活方便，入住率很高,这套房子布局合理，动静分离，卧室带阳台室内采光好，宽敞明亮。,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取,,,,,,,,,,,,
548,区域成熟，地铁2号线，出行方便，带大院子,85万,14936,钟楼区五星,勤业一二三村,2室2厅1厨1卫,低楼层 (共5层),56.91㎡,平层,暂无数据,板楼,南,砖混结构,毛坯,暂无数据,暂无数据,暂无数据,2021-12-12,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,此房所在区域成熟，地铁2号线距离本小区两三个路口，出行方便,小区位于勤业板块，属于老式楼梯房，但配套已成熟，生活方便，入住率很高,此房为二居室，卧室朝南，房间比较大，房子带一个大院子，可以休闲，晒晒衣服。,1契税 首套房90平以下 1%，90平以上1.5% 二套房90平以下1%，90平以上2% 三套房不论面积统一3% 2税： 满两年不论面积 全免 不满二年 收全额的5.6% 3个人所得税： 满两年1% 满五免个人所得税,,,,,,,,,,,,
549,毛坯两房，高楼层，采光佳，2017年的新房子，温馨两室,138万,17603,钟楼区五星,深业华府,2室1厅1厨1卫,高楼层 (共33层),78.4㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2022-01-07,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,毛坯两房，高楼层，采光佳，2017年的新房子，自己家自己装修,,中间户的小面积，两房，全南户型，客厅连阳台，光照更加充足，主卧也朝南,,位于通江路沿线，BRT多条线路，交通方便，到吾悦和新北万达都只有公交两站路,,,,,此房就是开发商毛坯交付的，没有装修，装修可以按照个人的喜好进行,,,,,,
550,次新房 龙湖天街 新城物业 中高楼层 户型通透,235万,17939,钟楼区五星,五星星韵城南区,3室2厅1厨2卫,高楼层 (共34层),131㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,暂无数据,暂无数据,暂无数据,2022-09-12,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 100万元,未上传房本照片,次新房 龙湖天街 新城物业 中高楼层 户型通透,五星星韵城占地250亩，总建60万方，18-34层的高层住宅。坐拥勤业商圈、酒店、广场、菜场等生活配套一应俱全，五星公园、青枫公园绿肺环抱畅享鲜氧生活，邻龙江高架、多公交覆盖、 2号线瞬间畅达全城。新古典主义建筑风格，赋予沉稳贵气，彰显典雅气质。,,"1、契税：首套房，成交价的1.5％, 二套房，成交价的2% 2、（个税：产证满五年且是房主在本市唯一一套住房，免收个税）此房产证未满5年，缴税成交价的1%。",公交：B23、Y1星港路龙江路站，公交258五星平岗站；轨交：地铁2号线五星站;商场：龙湖天街、金地假日广场、大润发勤业店、勤业菜场其他：五星公园、青枫公园、运河景观带...,,,,,,,,,,,
551,此房户型方正，通透明亮，阳台视野宽阔，采光很好,79.8万,13300,钟楼区五星,北新巷小区,2室1厅1厨1卫,中楼层 (共5层),60㎡,平层,暂无数据,平房,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2021-11-27,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房户型方正，通透明亮，阳台视野宽阔，采光很好,小区环境优美，配套齐全，居民素质高，交通配套成熟，出行便利，小区安保物业负责，有公园，医院，商场， 等等,,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%",,此房业主诚心出售，产权清晰，证件齐全，看房方便，价格还可以协商。,,,,,,,,,,
552,精装修年后入住，楼层好，采光充足，配套实施齐全。,106万,11277,钟楼区五星,蓝天花园东区,2室1厅1厨1卫,中楼层 (共6层),94㎡,平层,暂无数据,板塔结合,南,砖混结构,精装,暂无数据,无,暂无数据,2022-05-05,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,精装修入住入住，楼层好，采光充足，配套实施齐全。,,,,生活设施齐 银行 菜场 商场 饮食近在咫尺 生活起居很方便。小区边上就是钟楼实小 ，幼儿园。小区前面就有地下铁路2号线出,此房产权清楚，房源真实，没有抵押，房东诚心出售，看房便利，房东素养很高,,往南300米轨道交通， BRT交通枢纽，B23路，52路，213路，225路，地铁2号线,,,,,,,,
553,四房三卫 大腰厅设计 一梯一户 采光视野nice,350万,19727,钟楼区五星,五星星韵城南区,4室2厅1厨2卫,高楼层 (共32层),177.43㎡,平层,暂无数据,暂无数据,南 北,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-03-17,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,龙湖天街 次新房 新城悦物业 中高楼层 户型 方正 通透,五星星韵城占地250亩，总建60万方，18-34层的高层住宅。坐拥勤业商圈、酒店、广场、菜场等生活配套一应俱全，五星公园、青枫公园绿肺环抱畅享鲜氧生活，邻龙江高架、多公交覆盖、 2号线瞬间畅达全城。新古典主义建筑风格，赋予沉稳贵气，彰显典雅气质。,,"1、契税：首套房，成交价的1.5％, 二套房，成交价的2% 2、（个税：产证满五年且是房主在本市唯一一套住房，免收个税）此房产证未满5年，缴税成交价的1%。",公交：B23、Y1星港路龙江路站，公交258五星平岗站；轨交：地铁2号线五星站;商场：龙湖天街、金地假日广场、大润发勤业店、勤业菜场其他：五星公园、青枫公园、运河景观带...,,,,,,,,,,,
554,高架旁，运河路边 采光好 楼层好 拎包入住,160万,11968,钟楼区五星,星鑫家园东区,3室2厅1厨1卫,中楼层 (共11层),133.7㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2022-02-17,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,1.户型2.产权清晰 随时好交易 3、朝向南北.日照充足,星鑫家园位于常新路北，龙江路以东，常客路两侧，项目在五星桥。整个楼盘以小高层建筑为主，社区总建筑面积39万㎡，生活配套齐全、景观优雅、交通快捷、生活十分便利,此房通风效果好，精装修，布局合理，采光好，户型方正...................,,"星鑫家园沿街商铺医院：五星医院邮局：中国邮政,五星邮政支局银行：工商银行、建设银行其他：五星公园、青枫公园",,,,,,,,,,,
555,有钥匙，看房方便，装修一般 ，价格还有空间,150万,13800,钟楼区五星,城置御水华庭,3室2厅1厨1卫,低楼层 (共33层),108.7㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2023-09-26,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,看房有钥匙，提前打电话一般都可以，保养的好,,客厅全名有阳台，三个房间都很大，都有窗户，明亮的，厨房很大，,,,,,,夫妻两个人住，带一个小孩没问题，老年人住也可以，有电梯不用爬楼梯。,装修有几年了，只要要求不高，可以直接搬家入住，要求高，自己重新做。,,,,,,
556,高档小区，精装修，户型佳，人车分流,296万,25085,钟楼区五星,新城首府一期,2室2厅1厨2卫,低楼层 (共37层),118㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2021-08-07,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,格局好 视野开阔 采光足 配套设施齐全 交通便利,,,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,业主现诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,,,,
557,龙湖天街 五星星韵城 毛坯大三房 楼层好位置佳,199.8万,15558,钟楼区五星,五星星韵城南区,3室1厅1厨2卫,低楼层 (共34层),128.43㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-03-24,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,毛坯大三房，客厅朝西，宽敞舒适，使用率高 ，二房朝南，户型好,五星星韵城占地250亩，总建60万方，18-34层的高层住宅。坐拥勤业商圈、酒店、广场、菜场等生活配套一应俱全，五星公园、青枫公园绿肺环抱畅享鲜氧生活，邻龙江高架、多公交覆盖、 2号线瞬间畅达全城。新古典主义建筑风格，赋予沉稳贵气，彰显典雅气质。,,,小区面对龙湖天街，保证安静舒适的同时兼顾了便利的生活。 三公里内包含地铁、公园、教育、商场，舒适生活的优质选择,,,,,目前房屋毛坯空置，节省拆除费用。 可根据个人喜好进行布局设计，依据个人不同情况合理规划动线，获得更舒适的居住体验,,,,,,
558,西新桥尚郡公寓小高层2房全朝南户型全天采光房东诚售,145万,18688,钟楼区五星,尚郡公寓,2室1厅1厨1卫,高楼层 (共18层),77.59㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2022-07-21,商品房,2021-12-03,普通住宅,暂无数据,共有,有抵押 10万元 业主自还,已上传房本照片,尚郡公寓小高层2室，位置佳，采光好，设施齐全，布置合理。,小区建于2011年，次新小区，楼龄较新。绿化较好，小区内有一大喷泉，人车分流环境好，远离城市主干道，噪声小，老少皆宜。小区物业费1.2元/平方米·月，物业费较低，减少了生活基本开支。嘉城尚郡交通四通八达，较为便利,,1，契税：90平方以下首套和二套房税率为1%；90平方以上首套房税率为1.5%，二套房税率为2%。三套以上房屋，税率都为3%。 2，税：产证满2年免征。 3，个税：产证满5年，且房东名下只有这套房可以免征。其他情况征收全额的1%。,地理位置优越，出行方式多样，配套齐全，大小商场多种选择，能满足居民日常休闲与生活需求。物业管理好，保安值班，安全性高,,,,,,,,,,,
559,天街旁地铁口  平岗星苑  中高楼层 明厨明卫 简装,135万,15227,钟楼区五星,平岗星苑,2室2厅1厨1卫,中楼层 (共32层),88.66㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2022-03-08,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,采光充足，位置好，闹中取静，出入方便 ，业主诚心出售。,小区干净整洁，环境优美，绿树成荫，物业管理好，小区保安认真负责。,此房户型方正，明厨明卫，开间大，采光充足，位置好，闹中取静，出入方便 ，业主诚心出售，采光无遮挡。,,配套成熟，出门就是龙湖天街，距离地铁2号线500米，公园、银行近在咫尺。,,,,,,,,,,,
