,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,税费解析,周边配套,交通出行,小区介绍,装修描述,权属抵押,户型介绍,售房详情,适宜人群,房源核验码,查询房管备案记录,用水类型,用电类型,燃气价格
103,小区环境好，楼层好，看房方便有钥匙,170万,14713,钟楼区西林,泰盈八千里,3室1厅1厨2卫,中楼层 (共29层),115.55㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2022-08-26,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 87万元,未上传房本照片,小区环境好，楼层好，看房方便有钥匙,首套房90平以下 1%，90平以上1.5%，二套房90平以下1%，90平以上2%，名下第三套房契税3%2、增值税：满两年不征收，不满二年且备案时间是17年4月9号之前，需缴纳5.3%的增值税方可过户。3个人所得税：满两年1%，满五年唯一，免个人所得税,幼儿园：西林幼儿园，大型商场：万泰广场、上海家具大卖场。医院：妇幼+第/一医院分院，西林医院。银行：中国邮政银行，江南农村银行。公园：西林公园,公交：22路、310路、328路、517路、902路到怀德路西林路站下，向南步行400米。229路到龙江路梅庄路站下，向南步行50米。BRT2号线到怀德路龙江路站下，向西南步行500米。,泰盈八千里位于钟楼区怀德南路55号，总建筑面积为66万方。项目基本以高层为主，建筑以板楼为主，以BLOCK空间围合，配上各个主题的园林景观，丰富了视野的层次感。建筑立面风格是以现代风格为主，但是在材料选用，细部刻画上，沿袭了欧洲学院派的严谨设计手,,,在户型设计上：采用是方正实用，南北对流、多阳台及空中花园，通风采光好，实用率高。特色的阳台以及漂窗的用心的设置大大提高了空间功能性和使用率，同时也提升了空间布局的趣味性和标志性。使您的利益得到了Z大化的保障。,,,,,,,
104,精装修三房 自住保养很好 非一楼！,160万,13066,钟楼区西林,泰盈八千里,3室1厅1厨2卫,低楼层 (共27层),122.46㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,暂无数据,2022-08-28,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,精装修三房 自住保养很好 非一楼！,1.契税：首套房90㎡以下 1%，90㎡以上1.5%；二套房90㎡以下1%，90㎡以上2%；三套房不论面积统一3%。2.增值税： 满两年免缴；不限售且不满二年的5.6%。 3.个人所得税： 满两年1%；满五唯一免缴,,公交：22路、310路、328路、517路、902路到怀德路西林路站下，向南步行400米。229路到龙江路梅庄路站下，向南步行50米。BRT2号线到怀德路龙江路站下，向西南步行500米。,泰盈集团于1994年在香港注册成立，现总部设于广州。泰盈集团旗下专注于物业管理与服务的独立子公司——香港瑞泰联行国际物业服务有限公司（简称瑞泰联行）于1995年成立，目前拥有一支勤业、敬业、专业、用心的员工队伍。,,,在户型设计上：采用是方正实用，南北对流、多阳台及空中花园，通风采光好，实用率高。特色的阳台以及漂窗的用心的设置大大提高了空间功能性和使用率，同时也提升了空间布局的趣味性和标志性。使您的利益得到了Z大化的保障。,,,,,,,
105,八千里好位置，业主人好，精装无遮挡,120万,15790,钟楼区西林,泰盈八千里,2室2厅1厨1卫,高楼层 (共32层),76㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有,暂无数据,2022-05-01,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,没有任何遮挡，前排是大楼间距，前排房子是小高层。,首套房90平以下 1%，90平以上1.5% 二套房90平以下1%，90平以上2% 三套房不论面积统一3% 2增值税： 满两年不论面积 全免 不满二年 收全额的5.6% 3个人所得税： 满两年1% 满五唯一免个人所得税,,,小区地理位置佳，绿化，居民素质高；有健身器材，可供小区居民使用；停车位充足，建有地上停车场和地下车库,,,楼层好，采光充足，配套齐全，两室两厅一厨一卫。小户型边户，视野开阔。,,,,,,,
106,西林板块 三房两卫 毛坯 有钥匙 看房方便,165万,13813,钟楼区西林,泰盈八千里,3室1厅1厨2卫,中楼层 (共32层),119.46㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2022-04-14,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,中间楼层 纯毛坯 三房两卫 户型方正 采光无遮挡 有钥匙,1.契税：首套房90㎡以下 1%，90㎡以上1.5%；二套房90㎡以下1%，90㎡以上2%；三套房不论面积统一3%。2.增值税： 满两年免缴；不限售且不满二年的5.6%。 3.个人所得税： 满两年1%；满五唯一免缴。,,公交：22路、310路、328路、517路、902路到怀德路西林路站下，向南步行400米。229路到龙江路梅庄路站下，向南步行50米。BRT2号线到怀德路龙江路站下，向西南步行500米。,小区地理位置佳，绿化45%，居民素质高；有健身器材，露天泳池，小型球场，儿童幼儿区，可供小区居民使用；停车位充足，建有地上停车场和地下车库,,,,,,,,,,
107,全新洁具，拎包入住，格局透彻，价格公道。,160万,13314,钟楼区西林,泰盈八千里,3室2厅1厨1卫,高楼层 (共27层),120.18㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2021-07-16,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,采光刺眼，格局透彻，价格合理，拎包入住。,,,,,1) 高档入户门，指纹锁，2）全新洁具，3）欧派橱柜，4）史密斯热水器，5）大金ZY空调，6）海信55寸液晶电视，7）松下冰箱，8）5年2个产权车位使用权,,,工作原因无奈调动城市，诚心出售，房屋空置，看房方便。 666666,本房是业主婚房，人车分流，人文环境好。 配套齐全，拎包入住。 省事省心省钱。,,,,,
108,泰盈景观楼，好的楼层，户型装修好的,183万,15195,钟楼区西林,泰盈八千里,3室2厅1厨1卫,中楼层 (共27层),120.44㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2021-06-25,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"卖点：
户型方正，格局合理，通透性强，居住舒适，采光透..",您好：您的专属置业顾问孙国静很高兴为您服务！您咨询的这套房子在卖的，您真的很有眼光，这套房子很不错，您需要了解什么信息都可以问我期待作为您的经纪人带您开启愉悦的找房之路！,,,"小区介绍：
小区地理位置佳，绿化，居民素质高；有健身器材，自带游泳池，可供小区居民使用；停车位充足，建有地上停车场和地下车库",,,"户型介绍：
户型方正 小区地理位置佳，绿化，居民素质高；有健身器材，自带游泳池，可供小区居民使用；停车位充足，建有地上停车场和地下车库",,,,,,,
109,泰盈八千里精装修2房 高楼层 采光好 配套齐全,120万,14344,钟楼区西林,泰盈八千里,2室2厅1厨1卫,高楼层 (共18层),83.66㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2022-11-14,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 30万元,未上传房本照片,此房户型方正 两室两厅一厨一卫 高楼层 采光充足 配套完善,"1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,小区地理位置好 绿化好 居民素质高 配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位充足 地面人车分流保安：小区内24保安巡逻,,,,,小区环境优美，舒适安静，适宜居住，服务有保障。出门即有公交菜场，银行 商场 美食等 人文素养好，乐于助人，相处和谐！配套齐全，公园地铁医院商,,,,,
110,钟楼西林 泰盈八千里精装好房诚售 非顶楼 保养好,225万,15625,钟楼区西林,泰盈八千里,3室1厅1厨2卫,高楼层 (共18层),144㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2022-08-08,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,小区环境优美，舒适安静，适宜居住，出门就有公交,税费分析：契税：首套房，90平以上成交价1.5%，个税：成交价的1%，没有增值税,,,,,,此房户型好，采光好，楼层好，户型方正，视野开阔，采光充足。。,,,,,,,
111,总价低，小区环境好。交通方便，看房有钥匙,166万,15831,钟楼区西林,泰盈八千里,3室1厅1厨1卫,中楼层 (共29层),104.86㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2022-08-26,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,总价低，小区环境好。交通方便，看房有钥匙,首套房90平以下 1%，90平以上1.5%，二套房90平以下1%，90平以上2%，名下第三套房契税3%2、增值税：满两年不征收，不满二年且备案时间是17年4月9号之前，需缴纳5.3%的增值税方可过户。3个人所得税：满两年1%，满五年唯一，免个人所得税,幼儿园：西林幼儿园，大型商场：万泰广场、上海家具大卖场。医院：妇幼+第/一医院分院，西林医院。银行：中国邮政银行，江南农村银行。公园：西林公园,公交：22路、310路、328路、517路、902路到怀德路西林路站下，向南步行400米。229路到龙江路梅庄路站下，向南步行50米。BRT2号线到怀德路龙江路站下，向西南步行500米。,泰盈八千里位于钟楼区怀德南路55号，总建筑面积为66万方。项目基本以高层为主，建筑以板楼为主，以BLOCK空间围合，配上各个主题的园林景观，丰富了视野的层次感。建筑立面风格是以现代风格为主，但是在材料选用，细部刻画上，沿袭了欧洲学院派的严谨设计手,,,在户型设计上：采用是方正实用，南北对流、多阳台及空中花园，通风采光好，实用率高。特色的阳台以及漂窗的用心的设置大大提高了空间功能性和使用率，同时也提升了空间布局的趣味性和标志性。使您的利益得到了Z大化的保障。,,,,,,,
112,中间楼层，视野好，采光充足，精装拎包即住,155万,12602,钟楼区西林,泰盈八千里,3室2厅1厨2卫,中楼层 (共27层),123㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2022-10-30,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,中间楼层，视野宽阔，采光充足，配套齐全，交通便利。,1.契税：首套房90㎡以下 1%，90㎡以上1.5%；二套房90㎡以下1%，90㎡以上2%；三套房不论面积统一3%。2.增值税： 满两年免缴；不限售且不满二年的5.6%。 3.个人所得税： 满两年1%；满五唯一免缴。,幼儿园：西林幼儿园，大型商场：万泰广场、上海家具大卖场。医院：妇幼+第/一医院分院，西林医院。银行：中国邮政银行，江南农村银行。公园：西林公园,公交：22路、310路、328路、517路、902路到怀德路西林路站下，向南步行400米。229路到龙江路梅庄路站下，向南步行50米。BRT2号线到怀德路龙江路站下，向西南步行500米。,小区地理位置佳，绿化45%，居民素质高；有健身器材，露天泳池，小型球场，儿童幼儿区，可供小区居民使用；停车位充足，建有地上停车场和地下车库,,,,,,,,,,
113,户型方正 ，精装3房，采光充足,143万,12883,钟楼区西林,泰盈八千里,3室2厅1厨1卫,中楼层 (共19层),111㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯三户,有,暂无数据,2022-11-13,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,户型方正 ，采光充足， 配套完善， 交通便利 ，居住舒适。,1契税 首套房90平以下 1%，90平以上1.5% 二套房90平以下1%，90平以上2% 三套房不论面积统一3% 2税： 满两年不论面积 全免 不满二年 收全额的5.6% 3个人所得税： 满两年1% 满五免个人所得税。,有西林医院，西林公园，大型市，大小饭店，银行，快递站，儿童乐园 ，生活便利。,,配套完善 交通便利 小区物业好24安保服务，小区环境优美，配套齐全，居民素质高，交通配套成熟，42路公交车，共享单车，出行便利，小区安保物业负责，有公园，医院，商场。,,,,,,,,,,
114,诚心出售 西林公园 泰盈八千里 精装修两房,116万,13924,钟楼区西林,泰盈八千里,2室2厅1厨1卫,高楼层 (共18层),83.31㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2023-03-03,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,位置好，得房率高， 新装修一年多保养新 采光无遮挡两房小户型,,配套完善 交通便利 小区物业好24安保服务，配套齐全，配套成熟，小区安保物业负责，有公园，医院，商场,,小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银美食等 人文素养好,,,,,,,,,,
115,泰盈八千里毛坯房 有钥匙看房方便，采光佳楼层好,110万,12323,钟楼区西林,泰盈八千里,2室2厅1厨1卫,中楼层 (共27层),89.27㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-02-09,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,楼层中，采光佳，此房满五，餐厅客厅一体呈现,,本小区有自己家公园离西林公园800米，有公交车地铁有西林菜市场往南有湿地公园。,小区北边是常州BRT快速公交，东边就是龙江路高架，南边有公交站台,,,,泰盈八千里户型好外观不褪色，进门是厨房卫生间，客厅宽大明亮卧室也比较大。,,,,,,,
