,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,小区介绍,户型介绍,税费解析,周边配套,交通出行,房源核验码,查询房管备案记录,售房详情,权属抵押,装修描述,适宜人群,别墅类型,用水类型,用电类型,燃气价格
431,清潭三村 二楼 装修好 领包住,195万,14116,钟楼区永红,清潭三村,3室2厅1厨2卫,低楼层 (共6层),138.15㎡,平层,暂无数据,板塔结合,南,砖混结构,精装,暂无数据,无,暂无数据,2022-08-06,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房户型好  楼层好 装修清爽 生活配套全 交通方便,小区环境优美，配套齐全，绿化优美，交通配套成熟，出行便利。附件有公园，医院，商场,,"首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,此房产权明晰 非共有产权 产证齐全 没有抵押 继承 满五不唯一 随时可过户,,,,,,
432,精装云山诗意三室两厅两卫的，采光好，,218万,15974,钟楼区永红,方圆云山诗意,3室2厅1厨2卫,低楼层 (共27层),136.48㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯三户,有,暂无数据,2021-10-17,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,小区环境好 精装三房 适宜居住,,,首套房个税1%，契税90平以下1%，90平以上1.5% 二套房90平以上契税2% 未满两年5.3%增值税 ..,青枫公园，五星幼儿园，龙湖天街，地铁二号线，欧尚 购物 ，龙江路高架,有地铁二号线，BRT交通枢纽，B23路，52路，213路，225路，Y1路,,,,,,,,,,
433,陈渡新苑，南北通透户型好，房东诚心出售,180万,15000,钟楼区永红,陈渡新苑,3室1厅1厨1卫,高楼层 (共11层),120㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2022-01-12,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,优质户型，低总价，通透格局，楼层好，视野宽阔,小区环境优美，舒适安静 适宜居住，出门即有公交，菜场，银行 美食等 人文素养好，乐于助人，相处和谐,客厅宽敞大方，明亮通透，采光效果好，使用率高。卧室温馨舒适. 厨房设施齐全，家用电器设施齐全,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,,,,,,
434,河景房视野无遮挡，电梯房中间楼层，自住保养好,128万,13864,钟楼区永红,锦阳花苑,2室2厅1厨1卫,中楼层 (共12层),92.33㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯两户,有,暂无数据,2022-11-14,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,电梯房中间楼层，自住保养好，诚心出售看房方便,小区环境优美，舒适安静 适宜居住，出门即有公交，菜场，银行 美食等,全明格局，精装修。阳台采光充足。 动静分离。欢迎实地看房，房东诚心出售,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取,,,,,,,,,,,,
435,河阳花苑门口商铺诚心出售，两层，精装修。,300万,16667,钟楼区永红,河阳花苑,5室2厅1厨3卫,低楼层 (共1层),180㎡,复式,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2021-04-20,商品房,暂无数据,商业,暂无数据,共有,无抵押,未上传房本照片,此房上下两层沿街商铺，一层商铺二层可住人。,该房在这小区门口，是沿街商铺。小区环境优美，人流量较多，出门即有公交，菜场，银行 *市 美食等 人文素养好，乐于助人，相处和谐。,该房是上下两层，户型方正，进深长，沿街商铺面积在60平米左右，楼上可做活动区，也可住人。,,,,,,,,,这房子是这小区沿街商铺，可适合做各种会所，和办公场所，晚托教育等等。,,,,
436,五年内次新房，市区板块，新教育基地,172万,19116,钟楼区永红,路劲城市印象,3室2厅1厨1卫,高楼层 (共30层),89.98㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2022-04-04,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 50万元,未上传房本照片,三开间朝南，中间楼层，视野开阔，采光无限，新房。,开发商：路劲地产集团成立于2003年，位列外资房地产开发企业第1名、全国房企30强。 交付时间：2019年的新房，毛坯交付。 产品类型：洋房+高层，中间楼层，典型的新一代住宅。 小区优势：品质物业服务，优质公共资源，生活便利，闹中取静,,1、契税：成交价的1％ 2、（个税：产证满五年且是房主在本市唯一一套住房，免收个税）此房产证未满5年，缴税成交价的1%。,,,,,,,,,,,,
437,路劲城市印象精装修三室 楼层好全天采光无遮挡 诚售,198万,18505,钟楼区永红,路劲城市印象,3室2厅1厨2卫,高楼层 (共34层),107㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2021-09-25,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 78万元 客户偿还,未上传房本照片,视野开阔，房东诚心急售，房子已经满2年，精装修,路劲开发商，路劲物业，小区居住人群素质高；得房率高，事宜居住。,户型好，三开间朝南，两房间朝南、客厅朝南，一房朝北，厨卫朝北，视野开阔，采光充足。,,,,,,,,房子精装修自住，品牌家具家电齐全，全屋隔音玻璃，可以直接拎包入住，房东诚心出售。,,,,,
438,绿园好房，房东诚心出售，领包入住,180万,16364,钟楼区永红,绿园,3室1厅1厨1卫,中楼层 (共6层),110㎡,平层,暂无数据,板楼,东南,钢混结构,简装,两梯两户,有,暂无数据,2021-05-03,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,房东诚心出售，有意者详谈，大家多推推,小区绿化好，小区里面清洁，清静。24小时保安执勤，物业服务优质，物业收费合理,,"契税： 首套房，90平米以下成交价的1％， 90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2、增值税：产证满2年免增值税，未满2年征收5.3％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",小区紧靠弘阳生活广场，中吴大道，荊川公园，江苏理工，小区门口就有酒店，银行 ，菜场，生活设施方便,,,,,,,,,,,
439,满五唯一！看房方便，诚心出售！！！,165万,11623,天宁区永红,世纪华城,3室2厅1厨2卫,低楼层 (共25层),141.96㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,2020-11-03,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,满五唯一！看房方便，诚心出售！！！,小区是是2008年建成 ，开发商是常州华强房地产开发有限公司 ，物业费0.65每平米，小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广,,税费解析：契税：A首套 90平以下1% B首套 90平以上1.5% C二套90平以下1% D二套90平以上2% E三套都是3% 增值税：满两年免征 不满2年权.额征收5.3% 个人所得税：不满5年征1%,弘阳生活广场，九州新世界，湖塘易买得*市，吾悦广场，嘉禾电影城，万达广场，2；武进中医院，3；农业银行支行ATM，建设银行支行ATM,邻近中吴大道和长江中 路，近在咫尺的白荡河公交回车场，交通路网四通八达，H1、38路。28路、75路、56路、 23路、517路7条公交线路,,,,,,,,,,
440,户型方正通风好，精装三房保养好，教科院+清潭教育,218万,16269,钟楼区永红,上书房,3室2厅1厨2卫,低楼层 (共33层),134㎡,平层,暂无数据,板塔结合,北 南,钢混结构,精装,两梯四户,有,暂无数据,2023-08-21,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,户型方正通风好，精装三房保养好，教科院+清潭教育 荆川公园..,,,目前契税政策: 首套:90平米以下1%，90平米以上1.5% 二套: 90平米以下1%，90平米以上2% 三套及以上:3% 增值税: 满2年免征/不满2年:5.3% 个人所得税: 满5年并且是唯一住房可以免征，其他情况均为全额的1%,教科院+清潭教育，荆川公园，清潭菜场，清潭西路餐饮街，院街等,清潭路贯穿常州东西，长江路贯穿常州南北，龙江路高架通达常州全城,,,,,,,,,,
441,万科四季都会 品质精装修3房 楼层好 采光好,255万,19661,钟楼区永红,万科四季都会,3室2厅1厨2卫,低楼层 (共27层),129.7㎡,平层,暂无数据,暂无数据,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-07-22,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,钟楼教育港 位置好 万科大品牌 22年交付新小区,22年底交付的新小区，是万科在皇粮浜湿地公园旁打造的品质小区，一线水岸美宅。小区共有10幢16-18层的小高层和7幢24-27层的瞰景高层，面积段从90-143㎡不等。,,,万科四季都会：近揽弘阳广场、宝龙广场、龙湖天街等，地铁4号线（规划）、5号线（规划）站点，全新城市封面繁华崛起。,中吴大道贯穿常州东西，龙江路高架贯穿常州全城，规划地铁5号线,,,,,,,,,,
442,中间楼层，视野开阔，采光充足，交通便利,130万,14445,钟楼区永红,方圆云山诗意,2室2厅1厨1卫,中楼层 (共21层),90㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2021-03-09,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 30万元 客户偿还,未上传房本照片,中间楼层，视野开阔，采光充足，交通便利,,楼层好，采光充足，配套齐全，两室二厅一卫。主卧带阳台，视野开阔,1契税 首套房90平以下 1%，90平以上1.5% 二套房90平以下1%，90平以上2% 三套房不论面积统一3% 2增值税： 满两年不论面积 全免 不满二年 收全额的5.6% 3个人所得税： 满两年1% 满五唯一免个人所得税,,,,,房东处理财产，诚心出售，价格可以再谈，欢迎看房，随时恭候，本公司经过层层筛选，房东委托挂牌，诚心出售，价格以房东..,,,,,,,
443,清潭花苑顶楼复式，户型方正，采光好,320万,14815,钟楼区永红,清潭花苑,4室2厅1厨2卫,高楼层 (共6层),216㎡,跃层,暂无数据,板楼,南 北,砖混结构,精装,暂无数据,无,暂无数据,2021-04-24,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房户型方正，通透明亮，阳台视野宽阔，采光很好,小区环境优美，配套齐全，居民素质高，交通配套成熟，出行便利，小区安保物业负责，有公园，医院，商场， 等等,,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%",,,,,此房业主诚心出售，产权清晰，证件齐全，看房方便，价格还可以协商,,,,,,,
444,清潭清园，低楼层，两室一厅，两开间朝南,95万,13566,钟楼区永红,清潭清园,2室1厅1厨1卫,低楼层 (共6层),70.03㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2022-02-16,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,心出售，价格可以再谈，欢迎看房，随时恭候,小区配套齐全，交通配套成熟，出行便利，小区安保物业负责，有公园，医院，商场， 等等,,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%",,,,,此房业主诚心出售，产权清晰，证件齐全，看房方便，提前联系房东,,,,,,,
445,设计师装修 地暖 新风系统   品牌家电    诚售,350万,25965,钟楼区永红,路劲城市印象,4室2厅2厨2卫,高楼层 (共34层),134.8㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2020-03-05,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房开间和客厅朝南，双阳台，采光好，视野宽,小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 *市 美食等 人文素养好，乐于助人，相处和谐,客厅宽敞大方，明亮通透，采光效果好，使用率高。楼层高，视野宽阔,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,,,,,,
